1:A1,1:A2,22:A1,22:A2,43:A1,43:A2,64:A1,64:A2,85:A1,85:A2,106:A1,106:A2,127:A1,127:A2,148:A1,148:A2,169:A1,169:A2,190:A1,190:A2,211:A1,211:A2,232:A1,232:A2,253:A1,253:A2,274:A1,274:A2,295:A1,295:A2,316:A1,316:A2,337:A1,337:A2,358:A1,358:A2,379:A1,379:A2,400:A1,400:A2,421:A1,421:A2
1.9211395e-08,-3.404137e-08,1.2538794e-08,-3.2153242e-08,8.616073e-09,-3.2470382e-08,2.3866948e-09,-3.1162877e-08,-1.4601524e-09,-2.8911398e-08,-4.0016412e-09,-2.8419942e-08,-7.917372e-09,-2.785503e-08,-1.0326953e-08,-2.7939898e-08,-1.525032e-08,-2.844297e-08,-2.008284e-08,-2.8808879e-08,-2.6099663e-08,-2.4399197e-08,-2.7054488e-08,-2.0401917e-08,-3.127651e-08,-1.5023645e-08,-2.9760303e-08,-2.373243e-09,-2.8921555e-08,4.3522017e-09,-1.9860764e-08,1.9499232e-08,-9.839677e-09,2.2938535e-08,-1.3949307e-09,3.0460455e-08,9.209161e-09,3.003993e-08,1.865599e-08,3.3819273e-08,2.8878032e-08,3.9448015e-08
9.7101385e-09,-8.066452e-09,8.514801e-09,-1.0036497e-08,3.5455203e-09,-9.004636e-09,2.23778e-09,-9.527938e-09,-7.9442547e-10,-1.0583689e-08,-3.7941543e-09,-1.1208961e-08,-6.212472e-09,-1.2288703e-08,-9.5809e-09,-1.3670161e-08,-1.4013041e-08,-1.5764698e-08,-1.8036973e-08,-1.5506739e-08,-2.6897517e-08,-2.122012e-08,-2.726649e-08,-1.500611e-08,-3.2215578e-08,-1.7626256e-08,-2.7093499e-08,-1.424223e-08,-2.941942e-08,-5.76568e-09,-1.16704415e-08,-1.4135076e-09,-1.0705059e-08,-9.811466e-10,1.7521785e-08,1.8872652e-10,1.1790637e-08,-1.1278122e-08,1.5232482e-08,-1.5398317e-08,9.508829e-09,-1.4636321e-08
-5.094587e-09,1.233021e-08,-4.0294657e-09,1.387952e-08,4.966815e-10,1.24142705e-08,2.0838355e-09,1.1307368e-08,3.2247895e-09,9.5854125e-09,3.8067793e-09,8.450696e-09,2.4738172e-09,7.3527158e-09,3.2286844e-09,7.090923e-09,2.1852167e-09,6.4126255e-09,2.9410874e-09,4.987038e-09,-4.0937413e-09,-5.200982e-10,-6.395335e-09,-1.3403443e-09,-4.5086046e-09,-1.9807596e-09,8.9230984e-10,-3.239693e-09,9.573094e-09,-8.891206e-09,1.6010503e-08,-1.9155058e-08,2.159077e-08,-1.9033251e-08,1.8041618e-08,-3.3191856e-08,1.4830963e-08,-3.3495734e-08,1.4175385e-08,-4.2192813e-08,-1.0198162e-08,-5.0343694e-08
-1.2523762e-08,1.6139504e-08,-7.1494917e-09,1.4369451e-08,-5.2793676e-09,1.36718175e-08,-3.1873266e-09,1.3363745e-08,-3.359719e-11,1.3693569e-08,2.172952e-09,1.3654438e-08,6.8923964e-09,1.3770107e-08,7.731444e-09,1.3482659e-08,1.3401074e-08,1.4665886e-08,1.3416773e-08,1.3750077e-08,2.6125182e-08,2.028858e-08,2.6244308e-08,1.0662771e-08,3.1868737e-08,1.3361904e-08,3.0571044e-08,2.573128e-09,3.6148656e-08,-4.8423976e-09,2.3493566e-08,-1.6018763e-08,2.1130461e-08,-2.9030462e-08,2.3663393e-09,-3.6152045e-08,-3.4956995e-09,-3.6613017e-08,-1.8478492e-08,-3.6905227e-08,-2.3031312e-08,-3.8735962e-08
-1.0108585e-08,4.427536e-09,-1.12496945e-08,5.5717755e-09,-1.0105977e-08,7.0295076e-09,-8.506545e-09,7.788968e-09,-6.8781674e-09,8.838485e-09,-5.545483e-09,9.489596e-09,-3.99849e-09,1.1743629e-08,-6.413966e-10,1.3346879e-08,3.006654e-09,1.5771016e-08,1.1087179e-08,1.8362554e-08,2.2756355e-08,1.9625906e-08,3.1487424e-08,1.6550912e-08,3.8428738e-08,7.275725e-09,3.1360287e-08,-2.232293e-09,1.9900744e-08,-7.870666e-09,5.27262e-09,-1.3197758e-08,-1.050567e-08,-1.8372042e-08,-2.7542121e-08,-1.694778e-08,-3.7696097e-08,-2.3651618e-08,-5.5499587e-08,-2.1278083e-08,-4.5369337e-08,-1.5041115e-08
-1.1076873e-08,1.0817061e-08,-1.08339835e-08,1.0731013e-08,-1.0819059e-08,1.0325265e-08,-1.0834972e-08,1.1309247e-08,-1.0793838e-08,1.1444595e-08,-8.183538e-09,1.3723032e-08,-5.920839e-09,1.2818899e-08,-1.4729977e-09,1.3620811e-08,-8.869029e-11,1.1198412e-08,3.5394716e-09,1.1283788e-08,2.1835387e-09,5.258684e-09,1.1264923e-08,6.1540053e-09,8.083595e-09,-5.1906395e-09,6.0372627e-09,-8.414806e-09,-6.628695e-09,-1.7867789e-08,-1.4953706e-08,-1.6962426e-08,-2.862453e-08,-1.5231477e-08,-3.5077836e-08,-1.0063092e-08,-3.9226755e-08,-8.313987e-09,-4.3278767e-08,-5.691108e-09,-4.9890815e-08,-5.540626e-09
-1.542329e-08,2.3654229e-08,-1.0582358e-08,2.3471243e-08,-7.3944864e-09,2.3607996e-08,-2.6398903e-09,2.2832982e-08,2.1502047e-09,2.266717e-08,5.754626e-09,1.92749e-08,8.5277305e-09,1.8140492e-08,9.503518e-09,1.4758873e-08,1.0766888e-08,1.2593199e-08,8.419102e-09,8.850679e-09,-1.8194442e-10,-2.2438764e-09,-5.5327805e-09,-8.068572e-09,-1.4549384e-08,-1.452207e-08,-1.1520181e-08,-1.1037599e-08,-1.2281618e-08,-1.3805294e-08,-1.2903995e-08,-8.902637e-09,-1.3750298e-08,-6.293907e-09,-8.957234e-09,-6.4498256e-09,-1.872542e-08,4.904608e-09,-6.222823e-09,8.3451096e-10,-2.635893e-08,-7.9311024e-10
-5.473145e-09,3.272531e-08,-2.3139748e-09,3.2508524e-08,3.3245637e-09,3.1655237e-08,6.8661743e-09,3.0506264e-08,1.0572283e-08,2.7744333e-08,1.3247745e-08,2.6736307e-08,1.6279817e-08,2.3118396e-08,1.741476e-08,2.0233434e-08,1.8391967e-08,1.6659644e-08,1.4863807e-08,1.155652e-08,9.138788e-09,3.6775893e-09,-9.982069e-10,-7.813986e-09,-3.8628927e-09,-4.4108894e-09,-1.0989109e-08,-9.6567385e-09,-1.2020826e-08,-2.7406497e-09,-2.0612e-09,-6.965318e-09,-1.3067752e-09,-5.224509e-09,4.925926e-09,-6.35098e-09,4.5678443e-09,-1.13577565e-08,4.8091753e-09,-7.823146e-09,9.34597e-09,-7.080747e-09
1.0724374e-08,2.205832e-08,1.2147242e-08,2.2115675e-08,1.174297e-08,2.1282093e-08,1.1823403e-08,2.0173102e-08,1.10333005e-08,1.9930217e-08,1.0054758e-08,1.8323867e-08,8.946791e-09,1.8751694e-08,7.479808e-09,1.8272223e-08,7.3537376e-09,1.8956621e-08,6.4565397e-09,1.9219508e-08,4.595155e-09,1.8629398e-08,-1.2067358e-10,1.5947961e-08,-6.1152643e-09,1.8698925e-08,-1.15523004e-08,8.67248e-09,-1.2166604e-08,1.1897518e-08,-1.7299401e-08,3.4280094e-09,-1.1116187e-08,-2.2152855e-09,-1.2518877e-08,-6.4301897e-09,1.4827011e-09,-1.669337e-08,-1.7665494e-09,-1.4379103e-08,1.8676355e-08,-1.769541e-08
2.0539378e-08,-2.5602997e-09,1.6900188e-08,-2.9174156e-09,1.3298854e-08,-2.538654e-09,9.664102e-09,-1.701546e-09,6.0449397e-09,-1.3178202e-09,2.9604712e-09,2.1211236e-11,-7.772287e-10,5.787479e-10,-3.0070955e-09,2.4967541e-09,-5.898611e-09,3.1082383e-09,-8.242687e-09,4.3928305e-09,-1.1810338e-08,7.983072e-09,-1.9437426e-08,1.5283034e-08,-1.5880822e-08,1.0851618e-08,-2.1394793e-08,2.0551466e-08,-1.6935106e-08,1.151285e-08,-2.4133167e-08,1.5867002e-08,-1.5942726e-08,1.341392e-08,-1.6176793e-08,1.0286784e-08,-5.4940426e-09,1.2369115e-08,-1.5927115e-09,3.822647e-09,1.9504072e-09,-2.7295904e-10
8.617899e-09,-2.2996169e-08,6.1238783e-09,-2.2271333e-08,5.069347e-09,-2.1993921e-08,3.574931e-09,-2.216794e-08,1.8977488e-09,-2.204373e-08,2.0494554e-11,-2.1992806e-08,-1.5434888e-09,-2.2040107e-08,-4.1468278e-09,-2.2724556e-08,-7.851423e-09,-2.3383635e-08,-1.1428804e-08,-2.2849477e-08,-2.0023624e-08,-2.2887807e-08,-1.5465591e-08,-1.15136505e-08,-2.1090498e-08,-6.428236e-09,-1.1305597e-08,7.0013635e-09,-8.37806e-09,8.044808e-09,-8.069492e-11,1.9485466e-08,4.123463e-09,2.414096e-08,4.9091327e-09,2.9083699e-08,1.288747e-09,3.6808167e-08,2.892099e-09,3.4263074e-08,-3.478208e-09,4.7824198e-08
-2.2404865e-09,-2.9449406e-08,-2.4558606e-09,-2.9517238e-08,-4.2939567e-09,-2.9128744e-08,-4.090821e-09,-2.771819e-08,-3.774697e-09,-2.6866955e-08,-1.9800026e-09,-2.6871524e-08,-2.0670314e-09,-2.6986557e-08,-6.953988e-10,-2.7443793e-08,-1.6875111e-09,-2.7454606e-08,-6.09507e-11,-2.7084289e-08,3.9779318e-09,-2.3839355e-08,5.9168244e-09,-2.2876266e-08,8.385232e-09,-1.2862962e-08,1.6261122e-08,-8.297721e-09,1.3706808e-08,1.2826408e-08,3.0946516e-08,1.8594744e-08,1.7100687e-08,2.7809584e-08,3.050939e-08,3.7457983e-08,1.5781003e-08,3.941121e-08,1.6740964e-08,5.0976816e-08,1.0954091e-08,5.1361482e-08
-4.1846251e-10,-2.5230348e-08,-1.4552151e-09,-2.5605337e-08,-1.4194348e-09,-2.5252481e-08,-2.7480656e-09,-2.5536364e-08,-4.0066337e-09,-2.4616064e-08,-5.837222e-09,-2.2405324e-08,-5.6041602e-09,-1.9514818e-08,-5.474847e-09,-1.551048e-08,-1.3270547e-09,-1.0984543e-08,3.8409746e-09,-7.3318662e-09,2.1671925e-08,4.901784e-09,2.9629229e-08,9.70118e-10,3.4366234e-08,8.504358e-09,3.1958223e-08,1.4440302e-09,2.7763747e-08,6.6390786e-09,1.923759e-08,6.3324554e-09,1.9453783e-08,1.4938145e-08,1.7645766e-08,2.1285691e-08,2.1108884e-08,2.3647663e-08,3.1118187e-08,2.9742443e-08,2.882573e-08,1.5341504e-08
9.6936965e-09,-2.187752e-08,6.808352e-09,-2.1026958e-08,3.5153336e-09,-2.127784e-08,-4.741778e-10,-1.9791756e-08,-4.2461625e-09,-1.7802959e-08,-7.895425e-09,-1.5110695e-08,-1.04627444e-08,-1.0750577e-08,-1.1945327e-08,-6.5412316e-09,-1.0823695e-08,-2.6798808e-10,-5.74657e-09,5.6338614e-09,1.06739435e-08,2.0639565e-08,1.5544046e-08,2.7447765e-08,2.9182965e-08,2.1778114e-08,1.612746e-08,2.0548146e-08,2.3692975e-08,7.233621e-09,3.0215735e-10,4.249738e-09,1.3196469e-08,1.5055821e-09,-2.1832351e-09,-4.723071e-09,1.8206388e-08,-1.9132504e-09,1.4633323e-08,-4.8414104e-09,2.7894057e-08,-7.656243e-09
2.912835e-09,-1.18979315e-08,1.217475e-09,-1.2953301e-08,-1.3867723e-09,-1.2340747e-08,-3.3885488e-09,-1.2634596e-08,-6.0195737e-09,-1.2443671e-08,-8.067782e-09,-1.1981957e-08,-1.0704842e-08,-1.1983859e-08,-1.1975696e-08,-1.09414255e-08,-1.5148787e-08,-1.1968958e-08,-1.6317346e-08,-9.947268e-09,-2.1541158e-08,-1.0007935e-08,-1.9662577e-08,9.38635e-10,-1.7227787e-08,-1.3538702e-09,-5.238619e-09,5.1093796e-09,1.0543991e-09,6.4425515e-10,1.1356168e-08,-1.7229614e-09,8.250051e-09,-1.3958198e-08,9.275062e-09,-1.9859e-08,4.3286925e-09,-2.477304e-08,-8.742049e-09,-3.4545746e-08,8.815578e-09,-1.141411e-08
-6.964895e-09,1.5725901e-09,-8.807144e-09,2.7079692e-09,-8.941952e-09,2.7589413e-09,-7.549137e-09,2.5047049e-09,-6.302646e-09,7.624258e-10,-3.970522e-09,-2.1663873e-09,-4.026265e-09,-6.6276775e-09,-4.4602877e-09,-1.2266072e-08,-9.143716e-09,-1.7886212e-08,-1.5778932e-08,-2.4507035e-08,-3.8815696e-08,-3.7101078e-08,-3.7472095e-08,-3.7194127e-08,-4.7658354e-08,-2.820738e-08,-2.1471516e-08,-2.2333163e-08,-1.9826132e-08,-1.7701943e-08,1.44461785e-08,-1.7585048e-08,1.3374738e-08,-2.2767447e-08,2.5679643e-08,-2.3854657e-08,1.0744073e-08,-3.141028e-08,9.070961e-09,-3.4834397e-08,-1.586358e-08,-3.517442e-08
-1.2882491e-08,1.8945915e-08,-8.32527e-09,1.767471e-08,-5.0897926e-09,1.6226517e-08,-3.0625598e-09,1.4813294e-08,-1.1873272e-10,1.2728408e-08,4.1808929e-10,9.85837e-09,1.87746e-09,6.9431265e-09,4.950016e-11,3.3399556e-09,5.624898e-10,-3.688183e-10,-6.8123374e-09,-5.6418505e-09,-9.834533e-09,-1.4175894e-08,-2.4439036e-08,-2.797878e-08,-1.997317e-08,-2.7268108e-08,-2.9880866e-08,-3.1363875e-08,-1.717135e-08,-2.2983507e-08,-1.4144588e-08,-2.0815868e-08,5.0071003e-10,-1.2787718e-08,1.7488622e-08,-1.7793905e-08,1.8578037e-08,-1.9229327e-08,3.6462577e-08,-1.4707407e-08,5.2526836e-09,-4.26153e-08
-2.0030344e-09,1.3254233e-08,-2.2319857e-09,1.3741869e-08,-1.4697672e-09,1.4459966e-08,-7.710301e-10,1.41898955e-08,-1.1149491e-09,1.4902584e-08,-1.2832857e-09,1.661266e-08,2.6141835e-11,1.8782057e-08,8.4320756e-10,2.1059641e-08,4.572021e-09,2.4188049e-08,8.861249e-09,2.6229436e-08,1.8855161e-08,2.7426651e-08,2.054815e-08,2.1191228e-08,1.7674608e-08,8.323579e-09,-4.5356502e-10,-3.787602e-09,-7.379627e-09,-7.856274e-09,-2.6884047e-08,-1.37425165e-08,-1.999808e-08,-8.61966e-09,-2.100387e-08,-4.6719215e-09,-1.6775585e-09,-3.596906e-09,7.840106e-09,6.0290223e-10,3.865637e-08,-1.9957176e-09
-5.9710548e-09,7.765009e-09,-5.3675273e-09,7.890508e-09,-4.8298827e-09,7.9167695e-09,-5.40242e-09,9.706216e-09,-4.924983e-09,1.2049574e-08,-3.2041891e-09,1.4607548e-08,-2.4112188e-09,1.7920991e-08,3.1499658e-09,2.2043134e-08,6.3055263e-09,2.4702757e-08,1.7196689e-08,2.9544355e-08,2.59907e-08,3.2587327e-08,3.4912215e-08,3.5805485e-08,3.482596e-08,2.8049183e-08,2.885904e-08,2.4935071e-08,1.1181169e-08,9.162628e-09,-5.0661275e-09,5.0209494e-09,-2.3550175e-08,-5.195878e-09,-4.4294527e-08,-1.6977375e-09,-3.1649094e-08,3.2973657e-09,-4.3247667e-08,3.5708165e-09,9.283983e-09,3.469298e-08
-1.5659861e-08,1.5186716e-08,-1.2655941e-08,1.4682898e-08,-1.1413121e-08,1.5330343e-08,-7.0448034e-09,1.5171024e-08,-3.2822065e-09,1.411741e-08,6.066671e-10,1.2820034e-08,5.2064055e-09,1.0848817e-08,7.1774626e-09,8.057047e-09,9.968773e-09,6.6129435e-09,9.902604e-09,4.1346504e-09,8.27015e-09,4.507907e-09,1.3357285e-08,4.343165e-09,1.0103676e-08,4.707836e-09,2.4202656e-08,4.5365307e-09,1.894116e-08,-1.7901112e-09,1.5753814e-08,2.5768023e-09,-3.5513406e-10,-2.7040297e-09,-1.3284611e-08,-1.117459e-09,-3.4290654e-08,6.5980887e-09,-4.0812694e-08,1.1690272e-09,-6.089627e-08,7.657846e-09
-1.1371521e-08,2.1079236e-08,-8.5445135e-09,2.1861672e-08,-1.631502e-09,2.0378252e-08,1.6094537e-09,1.808678e-08,5.6487375e-09,1.5772473e-08,8.54298e-09,1.26544775e-08,1.0243182e-08,8.525676e-09,1.0708628e-08,4.6608477e-09,1.0151368e-08,-6.706396e-10,4.1886725e-09,-6.139104e-09,-6.440615e-09,-1.963522e-08,-1.3312237e-08,-2.5053488e-08,-8.054287e-09,-2.1948974e-08,-8.106955e-09,-1.8764462e-08,2.9702798e-09,-8.034538e-09,1.4241923e-08,-1.2837719e-08,1.6084831e-08,-3.6310661e-09,2.2257812e-08,-9.902706e-09,-6.609827e-09,-1.3378002e-08,-8.7613286e-09,-9.1706225e-09,-7.3729744e-08,-3.7218832e-08
1.2714497e-08,6.999227e-09,1.5042927e-08,5.5414637e-09,1.2419071e-08,5.395078e-09,1.2544027e-08,6.0947336e-09,1.1815113e-08,5.78011e-09,1.0638479e-08,5.557053e-09,9.7855635e-09,6.095903e-09,8.650408e-09,5.777071e-09,7.525232e-09,6.0445746e-09,6.9384374e-09,5.9712404e-09,4.606006e-09,2.0388544e-09,-2.8178202e-09,-9.95753e-10,-6.9759594e-09,-3.542544e-09,-1.5733741e-08,-9.6225605e-09,-1.1692484e-08,-2.4200126e-09,-7.100226e-09,-6.0983116e-09,-9.625502e-10,-5.533078e-09,7.512528e-09,-8.824745e-09,6.9513884e-09,-2.5113707e-08,-5.1893925e-09,-2.3044878e-08,-1.6693512e-08,-3.433069e-08
3.157546e-08,-1.26638176e-08,2.4340945e-08,-1.1074922e-08,2.1677746e-08,-9.558076e-09,1.6731967e-08,-8.887981e-09,1.2445739e-08,-6.22173e-09,9.086171e-09,-3.2686513e-09,5.9745537e-09,-2.7023636e-10,4.380857e-09,3.8230286e-09,3.4377514e-09,7.3683846e-09,5.398885e-09,1.124142e-08,1.2556845e-08,2.078824e-08,1.6568064e-08,2.107821e-08,6.625619e-09,1.9903819e-08,4.2616604e-09,2.131426e-08,-1.28556e-08,1.16041745e-08,-2.2902915e-08,1.6863288e-08,-2.4414332e-08,4.968468e-09,-3.2690554e-08,4.880558e-09,-1.3448291e-08,3.2690683e-09,-2.0822897e-08,-7.627509e-09,1.8125082e-08,1.18500765e-08
1.6646634e-08,-5.3171583e-09,1.6356925e-08,-5.795918e-09,1.3507448e-08,-6.4343935e-09,1.1252009e-08,-5.5449503e-09,9.17967e-09,-5.4941394e-09,6.4224217e-09,-4.9301963e-09,4.719477e-09,-3.6472776e-09,2.1523425e-09,-3.2592726e-09,7.3155665e-10,-6.9368983e-10,-4.0492754e-10,7.474446e-10,1.9488817e-09,1.1291297e-08,1.1620632e-09,1.8215331e-08,4.892738e-09,2.2419467e-08,-1.5442321e-09,2.7550065e-08,-3.0452743e-09,1.9853404e-08,-1.957838e-08,2.29113e-08,-1.9171631e-08,2.3533314e-08,-3.4984073e-08,2.6646122e-08,-2.4236607e-08,4.1779614e-08,-1.444961e-08,4.0137326e-08,9.024263e-09,5.4177463e-08
-4.0652717e-09,2.9779266e-09,-2.986623e-09,2.6772529e-09,-8.6871144e-10,2.7435743e-09,1.2169733e-09,1.1465898e-09,2.8053124e-09,-3.399526e-10,3.9062e-09,-2.6150233e-09,3.2591267e-09,-5.327422e-09,2.5486608e-09,-6.492581e-09,4.1082696e-10,-9.876567e-09,-3.5664245e-09,-1.0710712e-08,-1.44340335e-08,-1.7447682e-08,-2.343668e-08,-8.728618e-09,-1.9559925e-08,-3.2581158e-09,-1.642011e-08,1.033186e-09,-3.8363273e-09,1.783477e-08,5.48409e-09,1.5827071e-08,-1.0203194e-09,3.248593e-08,1.1752841e-08,3.639827e-08,-1.9784596e-09,4.5048264e-08,1.10483125e-08,5.979798e-08,9.757396e-10,4.949585e-08
-1.1248202e-08,-4.1648622e-09,-8.468745e-09,-4.037311e-09,-6.4715557e-09,-5.375404e-09,-4.75321e-09,-5.9553336e-09,-4.0013903e-09,-6.9291604e-09,-2.003123e-09,-7.1728286e-09,-7.999961e-10,-8.3663805e-09,1.2034846e-09,-1.02884705e-08,3.462633e-10,-1.23328e-08,2.757024e-10,-1.48193005e-08,-8.505221e-09,-2.2186164e-08,-8.771805e-09,-2.4084672e-08,-1.9122938e-08,-1.686663e-08,-9.0020755e-09,-8.470103e-09,-1.1676318e-08,6.909701e-09,1.1087087e-08,1.5668586e-08,1.7858513e-08,2.3927933e-08,3.8473768e-08,3.225523e-08,3.428199e-08,2.5031344e-08,4.0953623e-08,2.9146193e-08,1.6840026e-08,1.6701383e-08
1.2961631e-09,-2.215346e-08,-1.859705e-09,-2.2124707e-08,-4.2521524e-09,-2.0308242e-08,-5.884949e-09,-1.8585052e-08,-5.8138006e-09,-1.6693019e-08,-6.930654e-09,-1.5714082e-08,-6.7200148e-09,-1.3750542e-08,-7.919876e-09,-1.212988e-08,-5.654989e-09,-8.883465e-09,-4.1952575e-09,-7.692754e-09,9.154441e-09,2.6424751e-09,1.202483e-08,-4.17907e-09,1.0732383e-08,-3.0111151e-09,3.6361463e-09,-7.076233e-10,-6.0557115e-10,-3.558991e-09,3.4129677e-10,1.47899595e-08,1.4485808e-08,1.1033048e-08,2.2771722e-08,1.5280918e-08,4.3802977e-08,1.1122382e-08,4.409279e-08,1.0698916e-09,5.129879e-08,2.1736934e-09
4.0436046e-09,-1.5773825e-08,7.078065e-10,-1.5344837e-08,-2.3020408e-09,-1.5170395e-08,-6.3895524e-09,-1.46327555e-08,-1.0253788e-08,-1.2510297e-08,-1.3109142e-08,-9.913282e-09,-1.4407599e-08,-6.751296e-09,-1.47705865e-08,-3.7840366e-09,-1.3688344e-08,-7.562922e-10,-1.0747381e-08,3.1758682e-09,3.0020604e-11,1.0440461e-08,5.9921996e-09,1.6726679e-08,1.666853e-08,9.620679e-09,1.2225818e-08,6.8575465e-09,1.9785032e-08,-1.5541737e-09,6.560918e-10,-9.777222e-09,8.281067e-09,-1.2539866e-08,-5.386499e-09,-1.5680039e-08,1.3795345e-08,-6.6364048e-09,1.8899598e-08,-4.088309e-09,6.15175e-08,1.0982038e-08
-7.718898e-09,3.0815492e-09,-8.425126e-09,2.9058649e-09,-9.263721e-09,2.4510474e-09,-9.307114e-09,2.2304945e-09,-1.0410285e-08,5.326729e-10,-1.1072216e-08,7.4764105e-11,-1.35306655e-08,-1.2025376e-09,-1.3763182e-08,-5.912116e-10,-1.624422e-08,-1.3899626e-09,-1.5172864e-08,7.275958e-14,-2.0167514e-08,-7.630411e-10,-1.5832443e-08,6.649207e-09,-1.4385478e-09,7.0741155e-09,1.0724011e-08,-3.504567e-09,1.9461346e-08,-1.1290002e-08,2.1987764e-08,-3.6554006e-08,6.405805e-09,-3.8474028e-08,-3.4478977e-09,-4.4743533e-08,-1.4464826e-08,-3.931681e-08,-1.5227767e-08,-3.2539774e-08,2.5357194e-09,-2.7052092e-08
-2.0250832e-08,6.6265824e-09,-1.5655301e-08,6.0129337e-09,-1.2980877e-08,4.82236e-09,-1.00971835e-08,2.630275e-09,-8.411542e-09,1.1920839e-09,-6.7684027e-09,-1.8399205e-09,-5.9432597e-09,-4.187252e-09,-6.07741e-09,-7.647108e-09,-6.3430665e-09,-1.056787e-08,-9.667216e-09,-1.4685022e-08,-1.5832438e-08,-2.1324887e-08,-1.2335641e-08,-2.7923402e-08,-1.3921367e-08,-2.8067845e-08,2.7132976e-09,-3.1238727e-08,3.8092933e-09,-3.468845e-08,2.0839064e-08,-3.6631334e-08,1.3397604e-08,-4.902475e-08,2.0161313e-08,-6.046094e-08,-9.265074e-09,-7.428171e-08,-1.8492152e-08,-8.233597e-08,-7.4702974e-08,-9.508843e-08
-8.542622e-09,-1.2179971e-08,-1.06613625e-08,-1.1380552e-08,-9.6282085e-09,-1.0526692e-08,-9.291392e-09,-9.045527e-09,-6.795072e-09,-8.596113e-09,-5.0080726e-09,-7.688381e-09,-1.766589e-09,-8.362085e-09,-8.1698004e-10,-9.516949e-09,1.1666972e-09,-1.0462089e-08,3.6615166e-10,-1.3036988e-08,5.444372e-09,-1.6708132e-08,6.1387437e-09,-2.8875737e-08,-1.4285889e-09,-3.3790887e-08,-5.2036815e-09,-3.176917e-08,-8.612278e-09,-3.2066666e-08,-1.1803696e-09,-2.2289038e-08,1.2012979e-08,-3.1780722e-08,1.729967e-08,-3.8269967e-08,9.1316075e-09,-6.011619e-08,-1.00999795e-08,-7.642156e-08,-6.223889e-08,-9.212921e-08
2.2737223e-09,-8.924172e-09,9.438997e-10,-8.9585965e-09,-2.1069708e-09,-7.4511215e-09,-3.2016694e-09,-5.770002e-09,-4.577232e-09,-2.9927998e-09,-4.515399e-09,-1.0624935e-09,-4.6232276e-09,2.247185e-09,-2.1784199e-09,5.0700693e-09,3.2139385e-11,7.437218e-09,6.447068e-09,1.0922794e-08,1.4019874e-08,9.91103e-09,1.5175308e-08,1.1253313e-08,1.8694301e-08,2.8894211e-09,2.4990483e-09,1.8469001e-09,4.6650412e-09,1.3002864e-10,-7.986083e-09,-3.836049e-09,-4.558235e-09,-2.2313362e-10,-1.1213175e-08,1.5832052e-09,3.7747077e-09,2.8521052e-09,-3.998488e-09,6.025414e-09,2.5730909e-08,1.0727525e-08
1.7798926e-09,1.6161977e-08,2.8036908e-09,1.624656e-08,3.9883354e-09,1.4820533e-08,3.6272791e-09,1.35600065e-08,2.3843814e-09,1.2636489e-08,1.4397283e-09,1.3227921e-08,7.4379297e-10,1.3546112e-08,8.1702095e-10,1.5289759e-08,1.0345367e-09,1.669251e-08,3.02007e-09,1.9608121e-08,6.3975927e-09,2.8718807e-08,1.14426415e-08,3.6499436e-08,1.7658587e-08,3.9311495e-08,2.2987235e-08,3.2019113e-08,1.8486926e-08,2.920037e-08,7.5094614e-10,2.1819641e-08,-1.2653006e-08,2.9579825e-08,-2.6767509e-08,3.7652413e-08,-1.2962295e-08,6.212258e-08,4.3704986e-09,7.799861e-08,6.4619805e-08,9.8232306e-08
6.6792283e-10,2.0616136e-08,3.5970367e-09,2.0209235e-08,6.5756542e-09,1.9601554e-08,9.314548e-09,1.8363016e-08,1.1518338e-08,1.6307096e-08,1.2107424e-08,1.40459315e-08,1.2138393e-08,1.21630155e-08,1.0529543e-08,1.053673e-08,1.0647499e-08,1.0461023e-08,7.2349526e-09,7.689291e-09,1.89142e-09,1.1471992e-08,-2.367644e-09,1.2457768e-08,8.37852e-10,2.2723228e-08,6.80094e-09,2.3020272e-08,2.2599034e-09,2.3202157e-08,4.7796385e-09,2.7527575e-08,-4.7100186e-09,3.3598685e-08,-1.8199227e-09,4.37229e-08,-1.0043828e-08,5.8015694e-08,1.4597105e-08,6.396888e-08,1.1157984e-08,6.668385e-08
7.567689e-09,5.500629e-09,8.771756e-09,5.613306e-09,9.3428305e-09,5.94212e-09,1.06549995e-08,6.464012e-09,1.2785425e-08,7.16863e-09,1.5198784e-08,6.3609917e-09,1.7361822e-08,5.3557088e-09,1.8925894e-08,2.6707423e-09,1.7481547e-08,-1.2612873e-09,1.4244767e-08,-3.8706713e-09,3.4376846e-09,-1.67011e-08,-7.5275e-09,-2.0308446e-08,-2.5450168e-08,-2.0182227e-08,-3.2903067e-08,-5.870272e-09,-3.1853798e-08,7.14614e-09,-1.6263195e-08,1.9932866e-08,-6.8709625e-09,2.2101828e-08,1.230728e-08,2.0456573e-08,6.5865993e-09,7.676796e-09,-5.1752613e-10,1.2843301e-09,-3.925412e-08,-1.3628064e-08
