1:U1,1:U2,22:U1,22:U2,43:U1,43:U2,64:U1,64:U2,85:U1,85:U2,106:U1,106:U2,127:U1,127:U2,148:U1,148:U2,169:U1,169:U2,190:U1,190:U2,211:U1,211:U2,232:U1,232:U2,253:U1,253:U2,274:U1,274:U2,295:U1,295:U2,316:U1,316:U2,337:U1,337:U2,358:U1,358:U2,379:U1,379:U2,400:U1,400:U2,421:U1,421:U2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7645603e-22,8.651494e-22,0.0,-1.0193999e-22,2.9116758e-21,2.9944603e-21,3.7587087e-21,-1.3115476e-21,1.0429093e-20,8.306533e-21,1.24407964e-20,-5.1588617e-21,1.8528846e-20,1.154591e-20,1.9481758e-20,-1.0335182e-20,1.5140714e-20,6.1012357e-21,1.1540824e-20,-8.848105e-21,7.940934e-22,-2.2199884e-22,0.0,-3.9124126e-22,0.0,-1.3909483e-23,0.0,-1.6423639e-23,0.0,-1.3479162e-24,0.0,-7.19704e-25,0.0,-4.747044e-25,0.0,-4.116641e-26,0.0,-1.3548814e-25,0.0,-4.498701e-27,0.0,-3.312708e-26
3.2307022e-16,3.7851247e-16,1.1176769e-16,5.125807e-17,7.802224e-16,7.922515e-16,7.4154177e-16,-3.108199e-17,1.9445268e-15,1.6071832e-15,2.0969554e-15,-4.7860437e-16,3.1062816e-15,1.8604335e-15,3.301582e-15,-1.3720591e-15,2.8169385e-15,8.6430067e-16,2.448442e-15,-1.6228459e-15,3.3784417e-16,-1.1962272e-16,1.8783125e-16,-1.6999475e-16,2.6537542e-17,-1.5726935e-17,1.918699e-17,-1.33603905e-17,5.3329194e-18,-2.7959633e-18,3.315287e-18,-9.639725e-19,1.6381617e-18,-1.0877033e-18,6.4882724e-19,-1.0485652e-19,3.4558944e-19,-3.1966733e-19,4.573978e-20,-1.8663822e-20,5.421011e-20,-8.186959e-20
6.305079e-14,8.26659e-14,4.471308e-14,4.613224e-14,9.779263e-14,1.0706209e-13,1.08341714e-13,6.710354e-14,1.8488027e-13,1.3619028e-13,2.1531297e-13,5.3945082e-14,2.6837956e-13,1.08580835e-13,2.8871182e-13,-9.603794e-15,2.7319566e-13,2.2768493e-14,2.3192253e-13,-8.119206e-14,7.3950354e-14,-3.493161e-14,4.5961648e-14,-3.3421677e-14,1.6862542e-14,-1.113336e-14,1.4262503e-14,-6.530383e-15,7.1636355e-15,-4.482424e-15,4.675771e-15,-1.2087341e-15,2.7734027e-15,-2.0984242e-15,1.1389137e-15,-3.0762818e-16,7.228918e-16,-6.951502e-16,1.3042952e-16,-8.0954803e-17,1.8672672e-16,-2.2358864e-16
7.482357e-13,1.180648e-12,7.7560267e-13,1.0673329e-12,1.0352806e-12,1.3439391e-12,1.2916748e-12,1.2799397e-12,1.7678921e-12,1.4999023e-12,2.15456e-12,1.2134239e-12,2.5371439e-12,1.2018846e-12,2.7386006e-12,6.7529527e-13,2.6595414e-12,4.5418346e-13,2.2741258e-12,-2.990198e-14,1.2053724e-12,-3.4306938e-13,8.725426e-13,-2.6298798e-13,5.9085375e-13,-3.0256486e-13,5.035334e-13,-1.3277264e-13,3.670562e-13,-2.3924325e-13,2.4628238e-13,-7.929103e-14,1.7722802e-13,-1.4769085e-13,8.098101e-14,-3.9272398e-14,6.142352e-14,-6.370821e-14,1.5157146e-14,-1.4976757e-14,2.3321406e-14,-2.927699e-14
3.3878599e-12,6.7308372e-12,3.7919346e-12,6.579049e-12,4.765702e-12,7.1362772e-12,5.7948754e-12,7.0951313e-12,7.378125e-12,7.441816e-12,8.776485e-12,6.7724637e-12,1.01659965e-11,6.43208e-12,1.1028538e-11,5.0347326e-12,1.12186215e-11,4.062434e-12,1.0296196e-11,2.539391e-12,6.934151e-12,1.8318394e-13,5.7579063e-12,-2.2540237e-13,4.468904e-12,-1.3292501e-12,3.8763107e-12,-8.994714e-13,3.1394529e-12,-1.846575e-12,2.308452e-12,-1.0334564e-12,1.845469e-12,-1.5808488e-12,1.0159196e-12,-7.608623e-13,8.419641e-13,-9.600372e-13,3.2775128e-13,-4.117323e-13,4.4332767e-13,-6.140215e-13
9.533992e-12,2.1036714e-11,1.1419308e-11,2.0951754e-11,1.3822632e-11,2.1357187e-11,1.6454168e-11,2.1231465e-11,1.9656152e-11,2.1183517e-11,2.2686075e-11,2.008287e-11,2.566724e-11,1.8930406e-11,2.7774264e-11,1.6626577e-11,2.9045632e-11,1.4396598e-11,2.8032266e-11,1.1505622e-11,2.2644584e-11,4.8421237e-12,2.0033477e-11,1.5096176e-12,1.6660147e-11,-2.2652735e-12,1.4463165e-11,-3.2127424e-12,1.18162095e-11,-5.8073806e-12,9.269299e-12,-5.05039e-12,7.306615e-12,-6.3313833e-12,4.786134e-12,-4.676432e-12,3.7999005e-12,-4.99934e-12,2.2857315e-12,-3.2958456e-12,2.4662945e-12,-3.9974478e-12
2.064509e-11,4.1494717e-11,2.4848228e-11,4.1331032e-11,2.9322513e-11,4.111417e-11,3.382351e-11,4.0417662e-11,3.850657e-11,3.946571e-11,4.294365e-11,3.7877465e-11,4.72445e-11,3.5900966e-11,5.0681966e-11,3.3308196e-11,5.3822204e-11,3.0319157e-11,5.390532e-11,2.640777e-11,4.845841e-11,1.5551619e-11,4.4793242e-11,6.6644958e-12,3.944337e-11,-9.696894e-13,3.4088062e-11,-6.955678e-12,2.8242426e-11,-1.1519436e-11,2.2570841e-11,-1.3761381e-11,1.745677e-11,-1.5490649e-11,1.2837816e-11,-1.4621224e-11,9.7837485e-12,-1.4607041e-11,7.582613e-12,-1.2496543e-11,6.8175743e-12,-1.3306794e-11
3.823087e-11,5.447177e-11,4.4132014e-11,5.4231192e-11,4.983334e-11,5.344511e-11,5.531923e-11,5.2359662e-11,6.058985e-11,5.0824893e-11,6.543767e-11,4.8998323e-11,7.008365e-11,4.687484e-11,7.4095195e-11,4.4368346e-11,7.795324e-11,4.1389458e-11,7.919036e-11,3.7604257e-11,7.553269e-11,2.5126045e-11,7.189574e-11,1.277684e-11,6.595949e-11,1.889287e-12,5.758633e-11,-9.328029e-12,4.8363733e-11,-1.6262484e-11,3.912162e-11,-2.3512386e-11,3.003368e-11,-2.5913893e-11,2.3620174e-11,-2.8556423e-11,1.7833695e-11,-2.813526e-11,1.532879e-11,-2.8456302e-11,1.2163253e-11,-2.7998392e-11
6.2340244e-11,4.925666e-11,6.7347905e-11,4.901997e-11,7.223297e-11,4.8535582e-11,7.70218e-11,4.75643e-11,8.144163e-11,4.639154e-11,8.569301e-11,4.497219e-11,8.957651e-11,4.3175845e-11,9.303874e-11,4.1298624e-11,9.630734e-11,3.880185e-11,9.759256e-11,3.5745826e-11,9.423272e-11,2.4751754e-11,9.1436754e-11,1.4312047e-11,8.516275e-11,2.6369204e-12,7.702593e-11,-8.399846e-12,6.681142e-11,-1.7922216e-11,5.6170003e-11,-2.6740882e-11,4.557247e-11,-3.1926243e-11,3.692963e-11,-3.739661e-11,2.9346796e-11,-3.858983e-11,2.3924165e-11,-4.2087e-11,1.8275e-11,-4.0535693e-11
8.930191e-11,3.0471608e-11,9.1671226e-11,3.0472836e-11,9.42513e-11,3.0440536e-11,9.6875064e-11,3.0309154e-11,9.976421e-11,2.990226e-11,1.02462996e-10,2.9013987e-11,1.04935394e-10,2.790298e-11,1.0700329e-10,2.6246652e-11,1.08342724e-10,2.4310288e-11,1.0840678e-10,2.1991286e-11,1.0411015e-10,1.3851985e-11,1.02123025e-10,7.627438e-12,9.6444484e-11,-7.4942743e-13,9.164439e-11,-5.9454048e-12,8.450489e-11,-1.4687368e-11,7.68742e-11,-1.9713594e-11,6.887727e-11,-2.7342089e-11,5.913209e-11,-3.215976e-11,5.0650317e-11,-3.6782074e-11,4.0326343e-11,-3.990441e-11,3.2253845e-11,-4.0250032e-11
1.14475644e-10,1.039206e-11,1.14945595e-10,1.0394572e-11,1.1550108e-10,1.04598925e-11,1.1619918e-10,1.0334788e-11,1.1696115e-10,1.0107025e-11,1.176289e-10,9.669011e-12,1.1846657e-10,9.020551e-12,1.1866691e-10,7.960085e-12,1.1887821e-10,6.797052e-12,1.1733849e-10,5.2207292e-12,1.1494369e-10,1.924354e-12,1.1246404e-10,-7.654142e-13,1.1063888e-10,-2.1720089e-12,1.09014374e-10,-3.5554658e-12,1.0770979e-10,-5.4250545e-12,1.05648316e-10,-6.69132e-12,1.02396716e-10,-1.096361e-11,9.602975e-11,-1.2618762e-11,8.810544e-11,-1.8151638e-11,7.6944846e-11,-1.7961263e-11,6.643707e-11,-2.1733478e-11
1.3793365e-10,-8.199402e-12,1.3702518e-10,-8.189579e-12,1.3639426e-10,-8.142729e-12,1.3554557e-10,-8.182277e-12,1.3479992e-10,-8.085403e-12,1.3392248e-10,-8.032556e-12,1.3300405e-10,-7.873718e-12,1.3199243e-10,-7.4908794e-12,1.3135427e-10,-6.94818e-12,1.3064237e-10,-6.5083715e-12,1.3139714e-10,-3.694703e-12,1.312608e-10,-2.0150715e-12,1.3402425e-10,2.1991098e-12,1.3489157e-10,3.2663215e-12,1.3767695e-10,8.091674e-12,1.3903509e-10,8.800959e-12,1.391463e-10,1.184488e-11,1.3909578e-10,1.2577711e-11,1.3494131e-10,1.2607418e-11,1.3167323e-10,1.3556106e-11,1.232497e-10,1.1233249e-11
1.6128698e-10,-2.627095e-11,1.5952596e-10,-2.6299248e-11,1.5716542e-10,-2.6240303e-11,1.5483106e-10,-2.5721888e-11,1.5232121e-10,-2.4970451e-11,1.4996389e-10,-2.3776241e-11,1.4775965e-10,-2.2036943e-11,1.4632141e-10,-2.0055785e-11,1.4492672e-10,-1.7502184e-11,1.464062e-10,-1.419303e-11,1.5175636e-10,-5.4410326e-12,1.5492696e-10,2.1295361e-12,1.5817321e-10,8.922123e-12,1.6148756e-10,1.4889742e-11,1.6355489e-10,2.0809977e-11,1.6634993e-10,2.5086823e-11,1.6860813e-10,3.185345e-11,1.7263863e-10,3.465571e-11,1.7671362e-10,4.1189226e-11,1.829415e-10,4.083661e-11,1.866384e-10,4.4237152e-11
1.8439476e-10,-4.0379373e-11,1.8021262e-10,-4.018708e-11,1.7635739e-10,-3.9552757e-11,1.7240358e-10,-3.8837402e-11,1.682646e-10,-3.7436037e-11,1.6469116e-10,-3.5451697e-11,1.6112593e-10,-3.301791e-11,1.5890235e-10,-2.974702e-11,1.5686666e-10,-2.6110149e-11,1.5879882e-10,-2.1559473e-11,1.6472844e-10,-9.259962e-12,1.6900553e-10,1.9012264e-12,1.7073526e-10,9.851483e-12,1.7462942e-10,2.0620223e-11,1.7735009e-10,2.6557558e-11,1.8137689e-10,3.5845334e-11,1.8761867e-10,4.1567336e-11,1.9449502e-10,4.777336e-11,2.0607673e-10,5.3880924e-11,2.1681489e-10,5.5765035e-11,2.33529e-10,6.058681e-11
2.0229479e-10,-4.3540463e-11,1.9794225e-10,-4.3506157e-11,1.9315106e-10,-4.324066e-11,1.8841648e-10,-4.2453034e-11,1.838929e-10,-4.1340785e-11,1.7942774e-10,-4.005088e-11,1.7531013e-10,-3.810003e-11,1.7161626e-10,-3.6114105e-11,1.6825161e-10,-3.340997e-11,1.6684654e-10,-3.0151607e-11,1.6937565e-10,-1.9500198e-11,1.6930153e-10,-9.317902e-12,1.7307088e-10,1.5418588e-12,1.7649682e-10,1.2501952e-11,1.8376455e-10,2.2088416e-11,1.9186533e-10,3.2346317e-11,2.0319607e-10,3.8269287e-11,2.1444913e-10,4.64826e-11,2.2826799e-10,4.7789748e-11,2.4012384e-10,5.3276432e-11,2.5640795e-10,5.2495563e-11
2.160786e-10,-3.7182927e-11,2.1179448e-10,-3.7058766e-11,2.0811108e-10,-3.6762066e-11,2.0416535e-10,-3.6601302e-11,2.0044894e-10,-3.627497e-11,1.9648765e-10,-3.589902e-11,1.9285191e-10,-3.5475952e-11,1.886795e-10,-3.5000374e-11,1.8504023e-10,-3.4193336e-11,1.8053234e-10,-3.3547862e-11,1.7846356e-10,-2.7016842e-11,1.7573278e-10,-2.007852e-11,1.8003704e-10,-8.881699e-12,1.8600052e-10,-1.4522615e-12,1.9693666e-10,9.372943e-12,2.0938132e-10,1.5577602e-11,2.2250778e-10,2.2289112e-11,2.3670294e-10,2.6747514e-11,2.477226e-10,2.766377e-11,2.5964714e-10,3.0984357e-11,2.667116e-10,2.7147508e-11
2.2723338e-10,-2.4031666e-11,2.247739e-10,-2.4016525e-11,2.221726e-10,-2.3878038e-11,2.1990956e-10,-2.3755687e-11,2.175257e-10,-2.369772e-11,2.1531793e-10,-2.3754993e-11,2.1278007e-10,-2.3835134e-11,2.103579e-10,-2.3973403e-11,2.0741933e-10,-2.3955232e-11,2.0497536e-10,-2.3712088e-11,2.026917e-10,-2.1771526e-11,2.0349522e-10,-1.8368104e-11,2.060817e-10,-1.3310451e-11,2.1378407e-10,-9.2758145e-12,2.2241846e-10,-4.778501e-12,2.33771e-10,-3.8181953e-12,2.436031e-10,-1.2946075e-12,2.538298e-10,-3.7969953e-12,2.6047176e-10,-1.7814993e-12,2.6874286e-10,-4.2318176e-12,2.717961e-10,-3.7564426e-12
2.3781183e-10,-7.67174e-12,2.3712335e-10,-7.713178e-12,2.3619448e-10,-7.792658e-12,2.3526944e-10,-7.68361e-12,2.3433225e-10,-7.506493e-12,2.3365343e-10,-7.195666e-12,2.3295213e-10,-6.7680744e-12,2.330215e-10,-6.1428493e-12,2.3287977e-10,-5.671755e-12,2.345852e-10,-4.5449304e-12,2.375015e-10,-4.032033e-12,2.4277758e-10,-3.7182588e-12,2.459105e-10,-8.002579e-12,2.501962e-10,-9.561852e-12,2.5300909e-10,-1.5130373e-11,2.5632602e-10,-1.8725027e-11,2.5938202e-10,-2.3887736e-11,2.6073088e-10,-2.9054726e-11,2.627711e-10,-3.1577876e-11,2.6218328e-10,-3.6374757e-11,2.6519426e-10,-3.2339624e-11
2.4733812e-10,8.122543e-12,2.4831273e-10,8.128421e-12,2.4957936e-10,8.222491e-12,2.5065433e-10,8.143425e-12,2.5175723e-10,8.354639e-12,2.5299757e-10,8.704465e-12,2.546203e-10,9.173327e-12,2.5661961e-10,9.842489e-12,2.5953312e-10,1.0428606e-11,2.629905e-10,1.0798384e-11,2.689014e-10,1.0038385e-11,2.7478933e-10,6.6035983e-12,2.8002384e-10,-1.4148215e-12,2.8011576e-10,-9.1586756e-12,2.794046e-10,-1.9945118e-11,2.7406227e-10,-2.7203146e-11,2.6928612e-10,-3.6880794e-11,2.623289e-10,-4.1356644e-11,2.5717997e-10,-4.80757e-11,2.4823674e-10,-5.011694e-11,2.4401167e-10,-5.0666527e-11
2.5857216e-10,2.1807476e-11,2.6195004e-10,2.1651111e-11,2.6511737e-10,2.1485468e-11,2.6842048e-10,2.1387654e-11,2.720834e-10,2.1158427e-11,2.75652e-10,2.0644679e-11,2.7968325e-10,2.0171627e-11,2.8332453e-10,1.90185e-11,2.8728614e-10,1.8027259e-11,2.900618e-10,1.6333173e-11,2.9322547e-10,1.18798174e-11,2.9696812e-10,4.1896976e-12,2.998293e-10,-2.125577e-12,3.0049707e-10,-1.2752528e-11,2.968132e-10,-2.1260306e-11,2.8975777e-10,-3.035316e-11,2.7922756e-10,-3.746743e-11,2.665445e-10,-4.1427094e-11,2.5328026e-10,-4.5812763e-11,2.4121083e-10,-4.5124605e-11,2.2648375e-10,-5.0232724e-11
2.7941263e-10,3.132702e-11,2.8338237e-10,3.138112e-11,2.8790698e-10,3.1300414e-11,2.9254404e-10,3.0880583e-11,2.9740088e-10,3.015364e-11,3.022547e-10,2.8975959e-11,3.0686453e-10,2.7170599e-11,3.1085334e-10,2.5133954e-11,3.1466965e-10,2.2604542e-11,3.1627187e-10,1.9313079e-11,3.1519726e-10,1.0221924e-11,3.160537e-10,7.333202e-13,3.1454483e-10,-6.237044e-12,3.123338e-10,-1.4814087e-11,3.065873e-10,-1.951733e-11,2.99882e-10,-2.6749783e-11,2.8793143e-10,-2.9105558e-11,2.7659294e-10,-3.306409e-11,2.610005e-10,-3.285136e-11,2.5043492e-10,-3.254611e-11,2.3471355e-10,-3.5047545e-11
3.1084482e-10,3.6716796e-11,3.1484157e-10,3.6488323e-11,3.1844208e-10,3.618815e-11,3.2222985e-10,3.5713838e-11,3.2592684e-10,3.497145e-11,3.29521e-10,3.384998e-11,3.3284198e-10,3.24543e-11,3.3580072e-10,3.0642874e-11,3.3810765e-10,2.8304825e-11,3.3909217e-10,2.5925366e-11,3.3620517e-10,1.573604e-11,3.341866e-10,8.009099e-12,3.2818567e-10,-2.0441233e-12,3.1967723e-10,-7.680655e-12,3.1133512e-10,-1.2580639e-11,3.0214245e-10,-1.5213839e-11,2.9445493e-10,-1.6078666e-11,2.8768496e-10,-1.744016e-11,2.811815e-10,-1.6609018e-11,2.7482566e-10,-1.906576e-11,2.6884991e-10,-1.5519667e-11
3.451932e-10,3.493829e-11,3.472725e-10,3.4919755e-11,3.495627e-10,3.4666086e-11,3.5149342e-10,3.4152597e-11,3.531699e-10,3.3515846e-11,3.5452935e-10,3.2886378e-11,3.557113e-10,3.2148808e-11,3.5666253e-10,3.134953e-11,3.573484e-10,3.0176337e-11,3.5689435e-10,2.8678932e-11,3.524201e-10,2.2517382e-11,3.4642955e-10,1.746794e-11,3.3727965e-10,1.032563e-11,3.270916e-10,7.484363e-12,3.168247e-10,2.3905793e-12,3.0809139e-10,3.143304e-12,3.0427416e-10,1.7049506e-12,3.0145614e-10,2.5948176e-12,3.0474448e-10,2.3950971e-12,3.0410854e-10,8.9957284e-14,3.0901523e-10,3.2602061e-12
3.7139153e-10,2.657913e-11,3.7262e-10,2.6459373e-11,3.7370734e-10,2.61695e-11,3.7459846e-10,2.5600412e-11,3.7520761e-10,2.4924878e-11,3.754251e-10,2.4018938e-11,3.7528156e-10,2.3062564e-11,3.7450235e-10,2.1991417e-11,3.7347597e-10,2.0894678e-11,3.7049727e-10,1.9129337e-11,3.6202652e-10,1.5948862e-11,3.5283362e-10,1.4721805e-11,3.4333114e-10,1.6844094e-11,3.3723854e-10,1.7973944e-11,3.314621e-10,1.9352709e-11,3.2839859e-10,2.0992702e-11,3.2690248e-10,2.0915327e-11,3.2679862e-10,2.2887062e-11,3.2954112e-10,2.2943043e-11,3.3339054e-10,2.5880173e-11,3.4046946e-10,2.3953608e-11
3.8970654e-10,1.1713042e-11,3.9030731e-10,1.15781135e-11,3.9085024e-10,1.128418e-11,3.9135445e-10,1.0749288e-11,3.9179404e-10,9.895329e-12,3.9171172e-10,8.6311505e-12,3.9119477e-10,7.2383527e-12,3.896299e-10,5.4889275e-12,3.8733264e-10,3.8077102e-12,3.8247477e-10,1.9096638e-12,3.7278633e-10,-1.9906552e-13,3.623308e-10,2.6713122e-12,3.5669948e-10,1.0462194e-11,3.5423406e-10,1.6658867e-11,3.5540787e-10,2.6081177e-11,3.588863e-10,3.027334e-11,3.603356e-10,3.571757e-11,3.6365774e-10,3.908537e-11,3.6323453e-10,4.029938e-11,3.6752287e-10,4.5353436e-11,3.6817854e-10,4.1996934e-11
4.070803e-10,-8.2285385e-12,4.0617107e-10,-8.1570705e-12,4.0571257e-10,-8.04747e-12,4.050842e-10,-8.2013485e-12,4.0441556e-10,-8.382464e-12,4.034318e-10,-8.624962e-12,4.023318e-10,-8.979593e-12,4.0065212e-10,-9.296952e-12,3.988013e-10,-9.570358e-12,3.9611303e-10,-9.7173354e-12,3.9200074e-10,-8.838593e-12,3.8653558e-10,-4.3144355e-12,3.840189e-10,2.2694724e-12,3.8179887e-10,1.138315e-11,3.847838e-10,2.1553443e-11,3.8816667e-10,3.040155e-11,3.9369816e-10,3.9660403e-11,3.9988074e-10,4.4788617e-11,4.0320236e-10,4.9631816e-11,4.0647138e-10,4.9616148e-11,4.041743e-10,5.066754e-11
4.2491424e-10,-2.6783128e-11,4.226954e-10,-2.6791229e-11,4.1990864e-10,-2.6525802e-11,4.1725606e-10,-2.573482e-11,4.1459886e-10,-2.4579453e-11,4.1235043e-10,-2.3058342e-11,4.101969e-10,-2.10786e-11,4.0905948e-10,-1.8778134e-11,4.0795606e-10,-1.6132033e-11,4.099792e-10,-1.2876966e-11,4.1579384e-10,-5.3079815e-12,4.1951354e-10,-1.6191646e-13,4.188081e-10,3.5026873e-12,4.1858433e-10,1.0136719e-11,4.1652545e-10,1.5217454e-11,4.1682796e-10,2.4405138e-11,4.211132e-10,3.156835e-11,4.251741e-10,3.7225382e-11,4.3381856e-10,4.333379e-11,4.3764264e-10,4.163153e-11,4.4382825e-10,4.6566057e-11
4.3947548e-10,-3.6916605e-11,4.356807e-10,-3.6655148e-11,4.320414e-10,-3.600926e-11,4.283593e-10,-3.502374e-11,4.246405e-10,-3.328163e-11,4.2162784e-10,-3.0929533e-11,4.1897397e-10,-2.7925294e-11,4.179697e-10,-2.4320398e-11,4.1754192e-10,-2.0270854e-11,4.2152312e-10,-1.5483193e-11,4.3255552e-10,-3.2707246e-12,4.410401e-10,3.4188952e-12,4.465975e-10,6.9408372e-12,4.4992865e-10,9.091337e-12,4.4904808e-10,9.7410404e-12,4.4819815e-10,1.2075132e-11,4.4674553e-10,1.3267496e-11,4.4681908e-10,1.7173308e-11,4.5106535e-10,1.9480884e-11,4.5594453e-10,2.3319015e-11,4.682831e-10,2.529531e-11
4.4801476e-10,-3.3826244e-11,4.4512963e-10,-3.3810173e-11,4.4226098e-10,-3.342327e-11,4.3937604e-10,-3.277215e-11,4.368038e-10,-3.183462e-11,4.3423018e-10,-3.0566216e-11,4.3238585e-10,-2.8864381e-11,4.3079157e-10,-2.7026017e-11,4.3019643e-10,-2.4480007e-11,4.3143905e-10,-2.1642866e-11,4.3899326e-10,-1.2180466e-11,4.4575718e-10,-5.776131e-12,4.572457e-10,-6.8556597e-13,4.65269e-10,-6.6801225e-13,4.7348386e-10,-1.7624785e-12,4.761632e-10,-6.2078485e-12,4.754346e-10,-1.0060604e-11,4.7424403e-10,-1.0936536e-11,4.708275e-10,-1.388212e-11,4.7205845e-10,-9.212306e-12,4.7349175e-10,-1.2962522e-11
4.574045e-10,-2.3049443e-11,4.558583e-10,-2.305547e-11,4.5438964e-10,-2.3125711e-11,4.5291343e-10,-2.3197175e-11,4.5168397e-10,-2.3200688e-11,4.504907e-10,-2.3474158e-11,4.4931717e-10,-2.3673325e-11,4.4803156e-10,-2.3932545e-11,4.4699897e-10,-2.405959e-11,4.4555346e-10,-2.4133718e-11,4.4669105e-10,-2.2037308e-11,4.506346e-10,-2.0049127e-11,4.6011742e-10,-1.7376461e-11,4.712398e-10,-1.760032e-11,4.8411597e-10,-1.8972846e-11,4.942511e-10,-2.3777614e-11,5.013908e-10,-2.8664637e-11,5.0345067e-10,-3.5854326e-11,4.998012e-10,-4.1148703e-11,4.9457277e-10,-4.5904072e-11,4.809722e-10,-4.9633055e-11
4.7333715e-10,-1.2412541e-11,4.723205e-10,-1.2432836e-11,4.714528e-10,-1.2398762e-11,4.708071e-10,-1.2550222e-11,4.70137e-10,-1.2865771e-11,4.696278e-10,-1.3219716e-11,4.6911547e-10,-1.3845044e-11,4.686838e-10,-1.4606358e-11,4.6803383e-10,-1.549582e-11,4.6747756e-10,-1.6521373e-11,4.665025e-10,-1.9746801e-11,4.707404e-10,-2.2070198e-11,4.7418536e-10,-2.4739492e-11,4.8255333e-10,-2.619371e-11,4.912389e-10,-2.8150511e-11,5.032495e-10,-3.1352584e-11,5.1384746e-10,-3.597251e-11,5.2082966e-10,-4.4854048e-11,5.229739e-10,-5.0298255e-11,5.17409e-10,-6.027496e-11,5.082041e-10,-5.9304395e-11
4.929141e-10,-3.0510386e-12,4.926027e-10,-3.0719834e-12,4.921555e-10,-3.0245324e-12,4.918862e-10,-2.8944124e-12,4.91738e-10,-2.727256e-12,4.9190835e-10,-2.6830372e-12,4.920875e-10,-2.639649e-12,4.9282045e-10,-2.7222471e-12,4.932804e-10,-3.1481037e-12,4.9442067e-10,-3.2650688e-12,4.959776e-10,-5.87342e-12,4.9997545e-10,-8.84894e-12,5.021161e-10,-1.4754961e-11,5.046291e-10,-1.874107e-11,5.0663895e-10,-2.3545355e-11,5.1083165e-10,-2.671504e-11,5.1586946e-10,-3.081286e-11,5.216831e-10,-3.388273e-11,5.2821836e-10,-3.7353974e-11,5.3213367e-10,-3.9914624e-11,5.4010146e-10,-3.787561e-11
5.1244553e-10,7.242655e-12,5.13194e-10,7.2592544e-12,5.1414906e-10,7.314257e-12,5.1501525e-10,7.316768e-12,5.160359e-10,7.384442e-12,5.1704946e-10,7.45402e-12,5.1834786e-10,7.485027e-12,5.195036e-10,7.520949e-12,5.2129795e-10,7.596745e-12,5.227098e-10,7.377458e-12,5.252863e-10,6.654027e-12,5.270308e-10,4.2147705e-12,5.298242e-10,4.567972e-14,5.2889104e-10,-4.9733117e-12,5.2762195e-10,-1.136763e-11,5.2284554e-10,-1.4614292e-11,5.199516e-10,-1.7379246e-11,5.196294e-10,-1.4379077e-11,5.2430893e-10,-1.3156862e-11,5.352953e-10,-6.2512807e-12,5.505753e-10,-7.424837e-12
5.3313187e-10,1.6976968e-11,5.353941e-10,1.6855557e-11,5.376545e-10,1.6617758e-11,5.397925e-10,1.6228494e-11,5.419715e-10,1.5777423e-11,5.438948e-10,1.5186631e-11,5.45947e-10,1.464594e-11,5.4762933e-10,1.3901529e-11,5.4953236e-10,1.321303e-11,5.5032545e-10,1.2071672e-11,5.4985183e-10,9.629254e-12,5.493685e-10,6.6708128e-12,5.489174e-10,4.8578025e-12,5.4729926e-10,1.162209e-12,5.442001e-10,-1.341015e-12,5.389593e-10,-3.4159375e-12,5.334064e-10,-2.9496394e-12,5.2912286e-10,-3.367589e-14,5.2777827e-10,3.880978e-12,5.318025e-10,9.191327e-12,5.370099e-10,8.036656e-12
5.5943883e-10,2.017137e-11,5.619845e-10,2.0041092e-11,5.6437277e-10,1.9809307e-11,5.6681404e-10,1.9407231e-11,5.6913096e-10,1.8866523e-11,5.713871e-10,1.8044873e-11,5.7331534e-10,1.7105848e-11,5.750396e-10,1.5886023e-11,5.7620186e-10,1.4485483e-11,5.763557e-10,1.2781492e-11,5.7306343e-10,7.4700905e-12,5.7007277e-10,3.8356935e-12,5.650217e-10,2.1569471e-12,5.6138405e-10,1.2149429e-12,5.5663146e-10,3.7712346e-12,5.546615e-10,4.148205e-12,5.5084437e-10,6.8262652e-12,5.470498e-10,5.80326e-12,5.412185e-10,6.9195413e-12,5.327969e-10,3.7156393e-12,5.2314575e-10,5.785117e-12
5.904077e-10,1.7881077e-11,5.9164207e-10,1.7905732e-11,5.9318495e-10,1.7976428e-11,5.9468463e-10,1.7868401e-11,5.962394e-10,1.7618287e-11,5.9764177e-10,1.7235758e-11,5.9888683e-10,1.6511754e-11,5.9960986e-10,1.5669629e-11,5.9995997e-10,1.4576156e-11,5.992082e-10,1.3291083e-11,5.9575234e-10,9.066518e-12,5.912942e-10,6.454002e-12,5.8435695e-10,4.9116037e-12,5.774523e-10,6.30391e-12,5.720528e-10,8.2913095e-12,5.680198e-10,1.0919091e-11,5.653078e-10,1.2257878e-11,5.6191285e-10,1.0770637e-11,5.557434e-10,8.946273e-12,5.452868e-10,3.531138e-12,5.3086835e-10,4.111591e-12
